MUNICIPALITY,YEAR,FARM TYPE,CROP,MONTH,Area planted(ha),Area harvested(ha),Production(mt),Productivity(mt/ha),Rain Value (mm)
BAKUN,2015,IRRIGATED,BROCCOLI,DEC,0.7,1.84,15,8.15,192.1
BAKUN,2015,IRRIGATED,SNAP BEANS,JAN,13.03,5.0,55,11.0,41.6
BAKUN,2015,IRRIGATED,SNAP BEANS,FEB,11.4,5.0,55,11.0,47.9
BAKUN,2015,IRRIGATED,SNAP BEANS,MAR,9.4,13.03,130.3,10.0,75.3
BAKUN,2015,IRRIGATED,SNAP BEANS,APR,14.22,11.4,114,10.0,171.1
BAKUN,2015,IRRIGATED,SNAP BEANS,MAY,10.92,9.4,94,10.0,197.5
BAKUN,2015,IRRIGATED,SNAP BEANS,JUN,5,14.22,142.2,10.0,404.7
BAKUN,2015,IRRIGATED,SNAP BEANS,JUL,5,10.92,109.2,10.0,884.6
BAKUN,2015,IRRIGATED,SNAP BEANS,AUG,5,5.0,55,11.0,684.4
BAKUN,2015,IRRIGATED,SNAP BEANS,SEP,10.7,5.0,55,11.0,368.9
BAKUN,2015,IRRIGATED,SNAP BEANS,OCT,10.12,5.0,55,11.0,658.2
BAKUN,2015,IRRIGATED,SNAP BEANS,NOV,10.09,10.7,107,10.0,31.0
BAKUN,2015,IRRIGATED,SNAP BEANS,DEC,11.42,10.12,101.2,10.0,192.1
BAKUN,2015,IRRIGATED,GARDEN PEAS,JAN,7.87,5.0,55,11.0,41.6
BAKUN,2015,IRRIGATED,GARDEN PEAS,FEB,7.1,5.0,55,11.0,47.9
BAKUN,2015,IRRIGATED,GARDEN PEAS,MAR,10.1,7.87,47.22,6.0,75.3
BAKUN,2015,IRRIGATED,GARDEN PEAS,APR,6.1,7.1,42.6,6.0,171.1
BAKUN,2015,IRRIGATED,GARDEN PEAS,MAY,6.35,10.1,60.6,6.0,197.5
BAKUN,2015,IRRIGATED,GARDEN PEAS,JUN,5,6.1,36.6,6.0,404.7
BAKUN,2015,IRRIGATED,GARDEN PEAS,JUL,5,6.35,38.1,6.0,884.6
BAKUN,2015,IRRIGATED,GARDEN PEAS,AUG,5,5.0,55,11.0,684.4
BAKUN,2015,IRRIGATED,GARDEN PEAS,SEP,8,5.0,55,11.0,368.9
BAKUN,2015,IRRIGATED,GARDEN PEAS,OCT,10,5.0,55,11.0,658.2
BAKUN,2015,IRRIGATED,GARDEN PEAS,NOV,5.98,8.0,48,6.0,31.0
BAKUN,2015,IRRIGATED,GARDEN PEAS,DEC,6.5,10.0,60,6.0,192.1
BAKUN,2015,IRRIGATED,SWEET PEPPER,JAN,8.86,5.0,55,11.0,41.6
BAKUN,2015,IRRIGATED,SWEET PEPPER,FEB,13.39,5.0,55,11.0,47.9
BAKUN,2015,IRRIGATED,SWEET PEPPER,MAR,7.71,8.86,70.88,8.0,75.3
BAKUN,2015,IRRIGATED,SWEET PEPPER,APR,9.39,13.39,107.12,8.0,171.1
BAKUN,2015,IRRIGATED,SWEET PEPPER,MAY,7.36,7.71,55.92,7.25,197.5
BAKUN,2015,IRRIGATED,SWEET PEPPER,JUN,5,9.39,75.12,8.0,404.7
BAKUN,2015,IRRIGATED,SWEET PEPPER,JUL,5,7.36,58.88,8.0,884.6
BAKUN,2015,IRRIGATED,SWEET PEPPER,AUG,5,5.0,55,11.0,684.4
BAKUN,2015,IRRIGATED,SWEET PEPPER,SEP,10.01,5.0,55,11.0,368.9
BAKUN,2015,IRRIGATED,SWEET PEPPER,OCT,7.12,5.0,55,11.0,658.2
BAKUN,2015,IRRIGATED,SWEET PEPPER,NOV,7.14,10.01,80.08,8.0,31.0
BAKUN,2015,IRRIGATED,SWEET PEPPER,DEC,9.4,7.12,59.96,8.42,192.1
BAKUN,2015,IRRIGATED,WHITE POTATO,JAN,101.94,5.0,55,11.0,41.6
BAKUN,2015,IRRIGATED,WHITE POTATO,FEB,166.45,5.0,55,11.0,47.9
BAKUN,2015,IRRIGATED,WHITE POTATO,MAR,125.4,101.94,2038.8,20.0,75.3
BAKUN,2015,IRRIGATED,WHITE POTATO,APR,73.32,166.45,3329,20.0,171.1
BAKUN,2015,IRRIGATED,WHITE POTATO,MAY,73.43,125.4,2508,20.0,197.5
BAKUN,2015,IRRIGATED,WHITE POTATO,JUN,5,73.32,1466.4,20.0,404.7
BAKUN,2015,IRRIGATED,WHITE POTATO,JUL,5,73.43,1468.6,20.0,884.6
BAKUN,2015,IRRIGATED,WHITE POTATO,AUG,5,5.0,55,11.0,684.4
BAKUN,2015,IRRIGATED,WHITE POTATO,SEP,135.88,5.0,55,11.0,368.9
BAKUN,2015,IRRIGATED,WHITE POTATO,OCT,132.78,5.0,55,11.0,658.2
BAKUN,2015,IRRIGATED,WHITE POTATO,NOV,71.45,135.88,2717.6,20.0,31.0
BAKUN,2015,IRRIGATED,WHITE POTATO,DEC,69.61,132.78,2655.6,20.0,192.1
BAKUN,2015,IRRIGATED,CARROTS,JAN,18.77,5.0,55,11.0,41.6
BAKUN,2015,IRRIGATED,CARROTS,FEB,20.89,5.0,55,11.0,47.9
BAKUN,2015,IRRIGATED,CARROTS,MAR,31.73,18.77,300.32,16.0,75.3
BAKUN,2015,IRRIGATED,CARROTS,APR,24.84,20.89,334.24,16.0,171.1
BAKUN,2015,IRRIGATED,CARROTS,MAY,22.88,31.73,507.68,16.0,197.5
BAKUN,2015,IRRIGATED,CARROTS,JUN,5,24.84,397.44,16.0,404.7
BAKUN,2015,IRRIGATED,CARROTS,JUL,5,22.88,366.08,16.0,884.6
BAKUN,2015,IRRIGATED,CARROTS,AUG,5,5.0,55,11.0,684.4
BAKUN,2015,IRRIGATED,CARROTS,SEP,24.38,5.0,55,11.0,368.9
BAKUN,2015,IRRIGATED,CARROTS,OCT,24.57,5.0,55,11.0,658.2
BAKUN,2015,IRRIGATED,CARROTS,NOV,9.72,24.38,390.08,16.0,31.0
BAKUN,2015,IRRIGATED,CARROTS,DEC,7.19,24.57,393.12,16.0,192.1
BAKUN,2015,RAINFED,CABBAGE,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,CABBAGE,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,CABBAGE,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,CABBAGE,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,CABBAGE,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,CABBAGE,JUN,237.73,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,CABBAGE,JUL,215.89,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,CABBAGE,AUG,243.25,100.0,2000,20.0,684.4
BAKUN,2015,RAINFED,CABBAGE,SEP,5,245.24,4904.8,20.0,368.9
BAKUN,2015,RAINFED,CABBAGE,OCT,5,236.75,5000,21.12,658.2
BAKUN,2015,RAINFED,CABBAGE,NOV,5,93.25,1865,20.0,31.0
BAKUN,2015,RAINFED,CABBAGE,DEC,5,5.0,55,11.0,192.1
BAKUN,2015,RAINFED,CHINESE CABBAGE,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,CHINESE CABBAGE,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,CHINESE CABBAGE,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,CHINESE CABBAGE,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,CHINESE CABBAGE,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,CHINESE CABBAGE,JUN,109.36,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,CHINESE CABBAGE,JUL,109.12,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,CHINESE CABBAGE,AUG,108.88,109.36,2734,25.0,684.4
BAKUN,2015,RAINFED,CHINESE CABBAGE,SEP,5,91.48,2286.9,25.0,368.9
BAKUN,2015,RAINFED,CHINESE CABBAGE,OCT,5,106.38,2659.5,25.0,658.2
BAKUN,2015,RAINFED,CHINESE CABBAGE,NOV,5,5.0,55,11.0,31.0
BAKUN,2015,RAINFED,CHINESE CABBAGE,DEC,5,5.0,55,11.0,192.1
BAKUN,2015,RAINFED,LETTUCE,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,LETTUCE,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,LETTUCE,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,LETTUCE,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,LETTUCE,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,LETTUCE,JUN,16.25,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,LETTUCE,JUL,14,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,LETTUCE,AUG,15.5,16.25,162.5,10.0,684.4
BAKUN,2015,RAINFED,LETTUCE,SEP,5,13.8,138,10.0,368.9
BAKUN,2015,RAINFED,LETTUCE,OCT,5,15.4,154,10.0,658.2
BAKUN,2015,RAINFED,LETTUCE,NOV,5,5.0,55,11.0,31.0
BAKUN,2015,RAINFED,LETTUCE,DEC,5,5.0,55,11.0,192.1
BAKUN,2015,RAINFED,CAULIFLOWER,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,CAULIFLOWER,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,CAULIFLOWER,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,CAULIFLOWER,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,CAULIFLOWER,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,CAULIFLOWER,JUN,5,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,CAULIFLOWER,JUL,5,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,CAULIFLOWER,AUG,5,5.0,55,11.0,684.4
BAKUN,2015,RAINFED,CAULIFLOWER,SEP,5,5.0,55,11.0,368.9
BAKUN,2015,RAINFED,CAULIFLOWER,OCT,5,5.0,55,11.0,658.2
BAKUN,2015,RAINFED,CAULIFLOWER,NOV,5,5.0,55,11.0,31.0
BAKUN,2015,RAINFED,CAULIFLOWER,DEC,5,5.0,55,11.0,192.1
BAKUN,2015,RAINFED,BROCCOLI,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,BROCCOLI,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,BROCCOLI,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,BROCCOLI,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,BROCCOLI,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,BROCCOLI,JUN,15.59,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,BROCCOLI,JUL,15.9,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,BROCCOLI,AUG,19.5,15.59,155.9,10.0,684.4
BAKUN,2015,RAINFED,BROCCOLI,SEP,5,15.63,156.3,10.0,368.9
BAKUN,2015,RAINFED,BROCCOLI,OCT,5,19.4,194,10.0,658.2
BAKUN,2015,RAINFED,BROCCOLI,NOV,5,5.0,55,11.0,31.0
BAKUN,2015,RAINFED,BROCCOLI,DEC,5,5.0,55,11.0,192.1
BAKUN,2015,RAINFED,SNAP BEANS,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,SNAP BEANS,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,SNAP BEANS,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,SNAP BEANS,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,SNAP BEANS,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,SNAP BEANS,JUN,63.94,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,SNAP BEANS,JUL,63.93,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,SNAP BEANS,AUG,60.46,63.94,639.4,10.0,684.4
BAKUN,2015,RAINFED,SNAP BEANS,SEP,5,61.92,619.2,10.0,368.9
BAKUN,2015,RAINFED,SNAP BEANS,OCT,5,59.56,595.6,10.0,658.2
BAKUN,2015,RAINFED,SNAP BEANS,NOV,5,5.0,55,11.0,31.0
BAKUN,2015,RAINFED,SNAP BEANS,DEC,5,5.0,55,11.0,192.1
BAKUN,2015,RAINFED,GARDEN PEAS,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,GARDEN PEAS,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,GARDEN PEAS,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,GARDEN PEAS,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,GARDEN PEAS,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,GARDEN PEAS,JUN,20.67,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,GARDEN PEAS,JUL,20.89,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,GARDEN PEAS,AUG,25.41,20.67,124.02,6.0,684.4
BAKUN,2015,RAINFED,GARDEN PEAS,SEP,5,20.89,125.34,6.0,368.9
BAKUN,2015,RAINFED,GARDEN PEAS,OCT,5,24.84,149.04,6.0,658.2
BAKUN,2015,RAINFED,GARDEN PEAS,NOV,5,5.0,55,11.0,31.0
BAKUN,2015,RAINFED,GARDEN PEAS,DEC,5,5.0,55,11.0,192.1
BAKUN,2015,RAINFED,SWEET PEPPER,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,SWEET PEPPER,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,SWEET PEPPER,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,SWEET PEPPER,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,SWEET PEPPER,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,SWEET PEPPER,JUN,27,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,SWEET PEPPER,JUL,20.06,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,SWEET PEPPER,AUG,25.06,27.0,216,8.0,684.4
BAKUN,2015,RAINFED,SWEET PEPPER,SEP,5,17.76,142.06,8.0,368.9
BAKUN,2015,RAINFED,SWEET PEPPER,OCT,5,23.34,186.72,8.0,658.2
BAKUN,2015,RAINFED,SWEET PEPPER,NOV,5,5.0,55,11.0,31.0
BAKUN,2015,RAINFED,SWEET PEPPER,DEC,5,5.0,55,11.0,192.1
BAKUN,2015,RAINFED,WHITE POTATO,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,WHITE POTATO,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,WHITE POTATO,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,WHITE POTATO,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,WHITE POTATO,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,WHITE POTATO,JUN,221.6,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,WHITE POTATO,JUL,222.86,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,WHITE POTATO,AUG,240.01,221.6,4432,20.0,684.4
BAKUN,2015,RAINFED,WHITE POTATO,SEP,5,208.8,4176,20.0,368.9
BAKUN,2015,RAINFED,WHITE POTATO,OCT,5,212.1,4242,20.0,658.2
BAKUN,2015,RAINFED,WHITE POTATO,NOV,5,5.0,55,11.0,31.0
BAKUN,2015,RAINFED,WHITE POTATO,DEC,5,5.0,55,11.0,192.1
BAKUN,2015,RAINFED,CARROTS,JAN,5,5.0,55,11.0,41.6
BAKUN,2015,RAINFED,CARROTS,FEB,5,5.0,55,11.0,47.9
BAKUN,2015,RAINFED,CARROTS,MAR,5,5.0,55,11.0,75.3
BAKUN,2015,RAINFED,CARROTS,APR,5,5.0,55,11.0,171.1
BAKUN,2015,RAINFED,CARROTS,MAY,5,5.0,55,11.0,197.5
BAKUN,2015,RAINFED,CARROTS,JUN,70.23,5.0,55,11.0,404.7
BAKUN,2015,RAINFED,CARROTS,JUL,72.41,5.0,55,11.0,884.6
BAKUN,2015,RAINFED,CARROTS,AUG,72.39,70.23,1123.68,16.0,684.4
BAKUN,2015,RAINFED,CARROTS,SEP,5,65.23,1043.68,16.0,368.9
BAKUN,2015,RAINFED,CARROTS,OCT,5,70.72,1131.52,16.0,658.2
BAKUN,2015,RAINFED,CARROTS,NOV,5,5.0,55,11.0,31.0
BAKUN,2015,RAINFED,CARROTS,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,CABBAGE,JAN,3,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,CABBAGE,FEB,3,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,CABBAGE,MAR,3,3.0,60,20.0,75.3
BOKOD,2015,IRRIGATED,CABBAGE,APR,3,3.0,60,20.0,171.1
BOKOD,2015,IRRIGATED,CABBAGE,MAY,4,3.0,60,20.0,197.5
BOKOD,2015,IRRIGATED,CABBAGE,JUN,5,3.0,60,20.0,404.7
BOKOD,2015,IRRIGATED,CABBAGE,JUL,5,4.0,70.4,17.6,884.6
BOKOD,2015,IRRIGATED,CABBAGE,AUG,5,5.0,55,11.0,684.4
BOKOD,2015,IRRIGATED,CABBAGE,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,CABBAGE,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,CABBAGE,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,CABBAGE,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,JAN,3,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,FEB,3,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,MAR,3,3.0,45,15.0,75.3
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,APR,3,3.0,45,15.0,171.1
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,MAY,3,3.0,45,15.0,197.5
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,JUN,5,3.0,45,15.0,404.7
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,JUL,5,3.0,9,3.0,884.6
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,AUG,5,5.0,55,11.0,684.4
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,CHINESE CABBAGE,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,LETTUCE,JAN,2,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,LETTUCE,FEB,2,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,LETTUCE,MAR,2,2.0,20,10.0,75.3
BOKOD,2015,IRRIGATED,LETTUCE,APR,1,2.0,20,10.0,171.1
BOKOD,2015,IRRIGATED,LETTUCE,MAY,5,2.0,20,10.0,197.5
BOKOD,2015,IRRIGATED,LETTUCE,JUN,5,1.0,10,10.0,404.7
BOKOD,2015,IRRIGATED,LETTUCE,JUL,5,5.0,55,11.0,884.6
BOKOD,2015,IRRIGATED,LETTUCE,AUG,5,5.0,55,11.0,684.4
BOKOD,2015,IRRIGATED,LETTUCE,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,LETTUCE,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,LETTUCE,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,LETTUCE,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,CAULIFLOWER,JAN,2.5,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,CAULIFLOWER,FEB,2.5,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,CAULIFLOWER,MAR,2.5,2.5,30,12.0,75.3
BOKOD,2015,IRRIGATED,CAULIFLOWER,APR,2.5,2.5,30,12.0,171.1
BOKOD,2015,IRRIGATED,CAULIFLOWER,MAY,5,2.5,30,12.0,197.5
BOKOD,2015,IRRIGATED,CAULIFLOWER,JUN,5,2.5,30,12.0,404.7
BOKOD,2015,IRRIGATED,CAULIFLOWER,JUL,5,5.0,55,11.0,884.6
BOKOD,2015,IRRIGATED,CAULIFLOWER,AUG,5,5.0,55,11.0,684.4
BOKOD,2015,IRRIGATED,CAULIFLOWER,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,CAULIFLOWER,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,CAULIFLOWER,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,CAULIFLOWER,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,BROCCOLI,JAN,2,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,BROCCOLI,FEB,2,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,BROCCOLI,MAR,2,2.0,16,8.0,75.3
BOKOD,2015,IRRIGATED,BROCCOLI,APR,2,2.0,16,8.0,171.1
BOKOD,2015,IRRIGATED,BROCCOLI,MAY,5,2.0,16,8.0,197.5
BOKOD,2015,IRRIGATED,BROCCOLI,JUN,5,2.0,16,8.0,404.7
BOKOD,2015,IRRIGATED,BROCCOLI,JUL,5,5.0,55,11.0,884.6
BOKOD,2015,IRRIGATED,BROCCOLI,AUG,5,5.0,55,11.0,684.4
BOKOD,2015,IRRIGATED,BROCCOLI,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,BROCCOLI,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,BROCCOLI,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,BROCCOLI,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,SNAP BEANS,JAN,5,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,SNAP BEANS,FEB,5,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,SNAP BEANS,MAR,5,5.0,40,8.0,75.3
BOKOD,2015,IRRIGATED,SNAP BEANS,APR,5,5.0,40,8.0,171.1
BOKOD,2015,IRRIGATED,SNAP BEANS,MAY,5,5.0,40,8.0,197.5
BOKOD,2015,IRRIGATED,SNAP BEANS,JUN,5,5.0,40,8.0,404.7
BOKOD,2015,IRRIGATED,SNAP BEANS,JUL,5,5.0,40,8.0,884.6
BOKOD,2015,IRRIGATED,SNAP BEANS,AUG,5,5.0,55,11.0,684.4
BOKOD,2015,IRRIGATED,SNAP BEANS,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,SNAP BEANS,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,SNAP BEANS,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,SNAP BEANS,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,GARDEN PEAS,JAN,2,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,GARDEN PEAS,FEB,2,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,GARDEN PEAS,MAR,3,2.0,8,4.0,75.3
BOKOD,2015,IRRIGATED,GARDEN PEAS,APR,3,2.0,8,4.0,171.1
BOKOD,2015,IRRIGATED,GARDEN PEAS,MAY,4,3.0,12,4.0,197.5
BOKOD,2015,IRRIGATED,GARDEN PEAS,JUN,5,3.0,12,4.0,404.7
BOKOD,2015,IRRIGATED,GARDEN PEAS,JUL,5,4.0,16,4.0,884.6
BOKOD,2015,IRRIGATED,GARDEN PEAS,AUG,5,5.0,55,11.0,684.4
BOKOD,2015,IRRIGATED,GARDEN PEAS,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,GARDEN PEAS,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,GARDEN PEAS,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,GARDEN PEAS,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,SWEET PEPPER,JAN,2,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,SWEET PEPPER,FEB,2,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,SWEET PEPPER,MAR,2,2.0,16,8.0,75.3
BOKOD,2015,IRRIGATED,SWEET PEPPER,APR,2,2.0,16,8.0,171.1
BOKOD,2015,IRRIGATED,SWEET PEPPER,MAY,2,2.0,16,8.0,197.5
BOKOD,2015,IRRIGATED,SWEET PEPPER,JUN,5,2.0,16,8.0,404.7
BOKOD,2015,IRRIGATED,SWEET PEPPER,JUL,5,2.0,11.68,5.84,884.6
BOKOD,2015,IRRIGATED,SWEET PEPPER,AUG,5,5.0,55,11.0,684.4
BOKOD,2015,IRRIGATED,SWEET PEPPER,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,SWEET PEPPER,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,SWEET PEPPER,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,SWEET PEPPER,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,WHITE POTATO,JAN,5,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,WHITE POTATO,FEB,5,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,WHITE POTATO,MAR,5,5.0,55,11.0,75.3
BOKOD,2015,IRRIGATED,WHITE POTATO,APR,5,5.0,55,11.0,171.1
BOKOD,2015,IRRIGATED,WHITE POTATO,MAY,5,5.0,60,12.0,197.5
BOKOD,2015,IRRIGATED,WHITE POTATO,JUN,10,5.0,60,12.0,404.7
BOKOD,2015,IRRIGATED,WHITE POTATO,JUL,5,5.0,60,12.0,884.6
BOKOD,2015,IRRIGATED,WHITE POTATO,AUG,5,9.82,117.87,12.0,684.4
BOKOD,2015,IRRIGATED,WHITE POTATO,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,WHITE POTATO,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,WHITE POTATO,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,WHITE POTATO,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,IRRIGATED,CARROTS,JAN,5,5.0,55,11.0,41.6
BOKOD,2015,IRRIGATED,CARROTS,FEB,5,5.0,55,11.0,47.9
BOKOD,2015,IRRIGATED,CARROTS,MAR,5,5.0,55,11.0,75.3
BOKOD,2015,IRRIGATED,CARROTS,APR,5,5.0,55,11.0,171.1
BOKOD,2015,IRRIGATED,CARROTS,MAY,5,5.0,75,15.0,197.5
BOKOD,2015,IRRIGATED,CARROTS,JUN,5,5.0,75,15.0,404.7
BOKOD,2015,IRRIGATED,CARROTS,JUL,5,5.0,74.25,14.85,884.6
BOKOD,2015,IRRIGATED,CARROTS,AUG,5,4.84,71.84,14.85,684.4
BOKOD,2015,IRRIGATED,CARROTS,SEP,5,5.0,55,11.0,368.9
BOKOD,2015,IRRIGATED,CARROTS,OCT,5,5.0,55,11.0,658.2
BOKOD,2015,IRRIGATED,CARROTS,NOV,5,5.0,55,11.0,31.0
BOKOD,2015,IRRIGATED,CARROTS,DEC,5,5.0,55,11.0,192.1
BOKOD,2015,RAINFED,CABBAGE,JAN,5,5.0,55,11.0,41.6
BOKOD,2015,RAINFED,CABBAGE,FEB,5,5.0,55,11.0,47.9
BOKOD,2015,RAINFED,CABBAGE,MAR,5,5.0,55,11.0,75.3
